,target,ra,dec,BJD,RV_mlc_nzp,e_RV_mlc_nzp,RV_drs_nzp,e_RV_drs_nzp,RV_mlc,e_RV_mlc,RV_drs,e_RV_drs,RV_mlc_j,e_RV_mlc_j,CRX,e_CRX,dLW,e_dLW,Halpha,e_Halpha,NaD1,e_NaD1,NaD2,e_NaD2,f_RV,FWHM_DRS,CONTRAST_DRS,BIS,RVGUESS,SNR_DRS,BJD_DRS,BERV,BERV_DRS,DRIFT,e_DRIFT,SA,NZP_mlc,dNZP_mlc,NZP_drs,dNZP_drs,TMMEAN,EXPTIME,MLCRX,E_MLCRX,TIMEID,DRIFT_LAMP,MASK,PROGID,PROGPI,AIRMASS,OBHAB,THAR_FP,DPR_TYPE,RHKp,dRHKp,vsinflag,metflag
187991,HD209625,331.19588,-0.90772,2453274.6251635,-7717.738808,1.27645,99980880.41206,1.168674,-12205.319977,0.991187,99980879.3719,0.634998,-12205.319977,0.991187,-4.289804,11.138597,9.261609,3.931528,0.38914,0.000446,0.435767,0.000643,0.533186,0.000789,0,8.059685,0.116746,-4732.593492,100000,180.6,2453274.62516,-15.261029,-15.260704,0,-9999999,0.0,-1.942886,0.804284,-1.04016,0.981109,0.5,120,-3.996461,31.994763,2004-09-26T02:52:07.443,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,8.23943165956733e-05,1.48867160829795e-05,0,0
187992,HD209625,331.19588,-0.90772,2453274.6269384,-7720.526767,1.331301,99981050.705796,1.192687,-12208.108494,1.060891,99981049.6623,0.678179,-12208.108494,1.060891,-12.282992,10.780674,9.214899,3.625556,0.388364,0.000483,0.435533,0.000694,0.532656,0.000852,0,7.741657,0.136948,-5.310689,100000,167.4,2453274.62693,-15.266301,-15.265953,0,-9999999,0.0,-1.943444,0.804284,-1.043496,0.981109,0.52,120,-11.110624,31.751249,2004-09-26T02:54:38.398,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,8.44505960655933e-05,1.71138699640725e-05,0,0
187993,HD209625,331.19588,-0.90772,2453274.6286595,-7727.506061,1.292192,99980790.253931,1.175471,-12215.088328,1.01138,99980789.2072,0.647423,-12215.088328,1.01138,-4.617827,9.664707,6.607698,3.836056,0.388881,0.00046,0.435519,0.000661,0.533491,0.000812,0,8.145817,0.130987,1.488334,100000,175.7,2453274.62865,-15.271409,-15.271087,0,-9999999,0.0,-1.943984,0.804283,-1.046731,0.981109,0.5,120,-3.877411,31.138032,2004-09-26T02:57:09.511,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,8.36970304138171e-05,1.48513167578685e-05,0,0
187994,HD209625,331.19588,-0.90772,2453274.6303528,-7730.959496,1.292577,99980657.919414,1.176446,-12218.542295,1.011872,99980656.8695,0.649193,-12218.542295,1.011872,3.123449,8.793716,11.049614,3.122269,0.388084,0.000461,0.436449,0.000664,0.530943,0.000812,0,8.02557,0.142761,-0.486215,100000,175.1,2453274.63034,-15.276427,-15.276083,0,-9999999,0.0,-1.944516,0.804283,-1.049914,0.981108,0.46,120,4.453915,31.086215,2004-09-26T02:59:40.616,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,7.77559298747818e-05,1.72044789129086e-05,0,0
187995,HD209625,331.19588,-0.90772,2453274.6321894,-7739.258921,1.347817,99981613.065166,1.200383,-12226.842297,1.081545,99981612.0118,0.691625,-12226.842297,1.081545,-11.418157,9.823033,14.55591,4.01945,0.388649,0.000496,0.434387,0.000711,0.531117,0.000872,0,7.523585,0.131267,-429.044415,100000,163.3,2453274.63218,-15.281862,-15.281516,0,-9999999,0.0,-1.945093,0.804283,-1.053366,0.981108,0.52,120,-11.034551,31.316744,2004-09-26T03:02:12.110,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,7.87757473919428e-05,1.70377135342298e-05,0,0
187996,HD209625,331.19588,-0.90772,2453274.6338976,-7742.232094,1.347529,99980210.444076,1.199608,-12229.816007,1.081186,99980209.3875,0.690281,-12229.816007,1.081186,-11.537887,10.465111,12.001822,3.735794,0.388605,0.000493,0.436452,0.000709,0.534021,0.000871,0,7.89988,0.140883,4.391178,100000,163.8,2453274.6339,-15.286909,-15.286595,0,-9999999,0.0,-1.94563,0.804282,-1.056576,0.981108,0.49,120,-12.000716,32.03621,2004-09-26T03:04:43.304,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,7.63164912856603e-05,1.53671886458152e-05,0,0
187997,HD209625,331.19588,-0.90772,2453274.6356396,-7749.644098,1.396532,99980757.16805,1.221952,-12237.228558,1.141679,99980756.1082,0.72842,-12237.228558,1.141679,-1.95942,10.882328,13.83994,4.148377,0.387557,0.000519,0.435522,0.000748,0.531832,0.000918,0,7.81236,0.141147,1.988135,100000,155.2,2453274.63563,-15.292049,-15.291705,0,-9999999,0.0,-1.946177,0.804282,-1.05985,0.981107,0.49,120,-2.668946,31.65307,2004-09-26T03:07:13.819,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,8.26834376534404e-05,1.56459055248988e-05,0,0
187998,HD209625,331.19588,-0.90772,2453274.6373915,-7754.18035,1.267739,99981727.126943,1.164381,-12241.76536,0.979945,99981726.0638,0.627067,-12241.76536,0.979945,2.341424,10.041284,10.425345,4.055596,0.388668,0.000446,0.436069,0.00064,0.529768,0.000783,0,6.406347,0.13557,33.800713,100000,181.4,2453274.63738,-15.297208,-15.296869,0,-9999999,0.0,-1.946727,0.804282,-1.063143,0.981107,0.49,120,1.729747,32.08605,2004-09-26T03:09:45.192,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,7.50124537464253e-05,1.43223770182756e-05,0,0
187999,HD209625,331.19588,-0.90772,2453274.6392047,-7760.920381,1.313124,99981419.652051,1.185994,-12248.505961,1.037991,99981418.5855,0.666341,-12248.505961,1.037991,-2.792438,8.688995,10.661147,4.376776,0.388991,0.000472,0.43479,0.000678,0.531586,0.000832,0,8.073405,0.121064,-21.32457,100000,171.1,2453274.6392,-15.302538,-15.302198,0,-9999999,0.0,-1.947297,0.804281,-1.066551,0.981107,0.54,120,-3.288278,30.825706,2004-09-26T03:12:15.867,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,7.80258493300597e-05,1.5010193375789e-05,0,0
188000,HD209625,331.19588,-0.90772,2453274.6408499,-7764.317108,1.346423,99981010.781343,1.200985,-12251.903204,1.079809,99981009.7117,0.692673,-12251.903204,1.079809,3.069304,12.370728,9.963473,4.703179,0.387705,0.000496,0.436479,0.000713,0.532313,0.000874,0,7.271134,0.135035,0.564837,100000,163.1,2453274.64084,-15.307365,-15.307008,0,-9999999,0.0,-1.947813,0.804281,-1.069643,0.981107,0.47,120,3.198632,32.258337,2004-09-26T03:14:46.411,-9999999,G2,073.D-0527(A),Debernardi,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2,7.57237192007006e-05,1.896124671441e-05,0,0
